OCC,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
13-1111,WI,73730,70760,65720,62630,58920,60890,61800,60980,59300,57600,54360
15-0000,WI,66300,65300,64130,62200,59920,58580,58090,57860,56130,55590,50130
15-1011,WI,*,123320,129550,86890,83650,79350,77500,72650,68380,65200,62860
15-1021,WI,*,66490,63830,60880,59750,58770,59630,54920,54530,53740,52300
15-1031,WI,*,75750,73530,72230,69810,70390,67160,65130,64270,62790,60530
15-1032,WI,*,77660,76300,77050,74640,76320,74720,66750,64130,60290,57460
15-1041,WI,*,43630,43830,42060,40400,38900,39150,39060,39410,39840,39650
15-1051,WI,*,70260,66700,65140,62860,62910,62230,69370,68100,70090,54140
15-1061,WI,*,66960,66210,65810,63450,61300,59080,55960,52440,50550,49420
15-1071,WI,*,59680,61590,60480,58790,56250,55460,54070,52210,48940,47810
15-1081,WI,*,64360,63720,61340,58040,56790,58060,55770,51610,47950,46640
15-1099,WI,*,61280,59690,56190,52300,45720,44430,*,*,*,*
15-1111,WI,126970,*,*,*,*,*,*,*,*,*,*
15-1121,WI,72530,*,*,*,*,*,*,*,*,*,*
15-1131,WI,68190,*,*,*,*,*,*,*,*,*,*
15-1132,WI,77090,*,*,*,*,*,*,*,*,*,*
15-1133,WI,79720,*,*,*,*,*,*,*,*,*,*
15-1141,WI,69030,*,*,*,*,*,*,*,*,*,*
15-1142,WI,61670,*,*,*,*,*,*,*,*,*,*
15-1150,WI,47120,*,*,*,*,*,*,*,*,*,*
15-1179,WI,67310,*,*,*,*,*,*,*,*,*,*
15-1799,WI,65930,*,*,*,*,*,*,*,*,*,*
15-2031,WI,70700,66490,63770,60200,57070,57860,57770,58110,57000,59520,58310
17-0000,WI,65550,63950,63130,59890,57870,55890,56310,55180,53190,50320,48730
17-2061,WI,90590,88490,90450,77140,72390,66830,75920,61990,61510,59820,60830
17-2112,WI,68720,70910,69850,68370,63370,61980,61320,60540,59070,57850,56910
17-3026,WI,48010,45820,44290,42940,41920,40800,43380,44390,45890,42660,41040
19-0000,WI,58500,58790,58950,55900,54270,51260,49940,48120,46050,43560,43800
25-1021,WI,77740,84020,79050,73990,66830,65430,65120,58690,56530,51970,46050
27-0000,WI,42100,41430,41340,40400,39130,38590,38930,36550,34740,34300,32080
27-1014,WI,49010,47790,48530,46370,45450,44060,46720,43060,42460,39830,37660
27-1024,WI,42010,42390,41810,41370,38610,37990,37920,37290,37290,36710,35710
27-3042,WI,53510,54990,54330,53880,50920,50580,53670,50040,49200,51270,46370
29-2071,WI,34960,35300,34710,-1,30630,28980,28130,25910,24380,24060,22370
41-4011,WI,89410,80140,83070,77100,74640,67950,66510,64780,63880,63890,60940
43-9011,WI,39020,38230,36430,35590,35180,34500,33730,30520,30190,28600,27280
43-9021,WI,26490,25890,25250,24830,24490,24780,23720,22820,22320,21570,20960
43-9031,WI,35300,36700,37160,35620,34330,33050,32820,31680,31770,33270,32780
45-0000,WI,28930,28750,28190,27390,26880,26350,26240,26370,24930,24520,23690
49-2011,WI,39910,41530,40660,36880,36840,34550,34900,34470,36540,35060,33660
51-4011,WI,35910,35170,34120,34380,34960,34850,34340,32260,32210,30660,30540
51-4012,WI,46640,46720,44910,44130,44010,43340,42990,41160,41690,41450,42650
11-3021,WY,81420,72910,68960,62760,61840,60890,58850,57360,53780,50630,48730
13-0000,WY,59790,58050,55570,51990,49540,46010,45660,44960,44190,43850,42150
13-1081,WY,68550,67680,67940,*,*,*,*,*,*,*,*
13-1111,WY,-1,82880,66410,60930,65660,68120,81300,73300,71820,66070,61910
15-0000,WY,56490,54520,53270,51020,47880,45340,47400,45340,41340,38400,34360
15-1021,WY,*,52000,49000,43520,41010,36830,43670,45570,43210,41620,38060
15-1031,WY,*,66740,64150,56040,53410,54000,67410,64860,77630,54090,51690
15-1032,WY,*,77740,80860,73760,64660,59160,57950,60880,*,44480,43380
15-1041,WY,*,42540,39320,37470,35950,36170,35010,34650,30010,29080,25460
15-1051,WY,*,54720,50970,53970,55590,51760,61250,49440,47750,45630,43920
15-1061,WY,*,59090,54640,42570,45540,48240,49220,47590,34110,40880,38210
15-1071,WY,*,55330,51560,48990,45180,44440,44550,43560,43610,42910,39040
15-1081,WY,*,52840,52810,48930,49880,45760,46930,45030,45520,40570,42940
15-1099,WY,*,62740,61420,-1,55030,47270,42880,*,*,*,*
15-1121,WY,62520,*,*,*,*,*,*,*,*,*,*
15-1131,WY,50890,*,*,*,*,*,*,*,*,*,*
15-1132,WY,68630,*,*,*,*,*,*,*,*,*,*
15-1133,WY,65460,*,*,*,*,*,*,*,*,*,*
15-1141,WY,61290,*,*,*,*,*,*,*,*,*,*
15-1142,WY,55570,*,*,*,*,*,*,*,*,*,*
15-1150,WY,46310,*,*,*,*,*,*,*,*,*,*
15-1179,WY,57490,*,*,*,*,*,*,*,*,*,*
15-1799,WY,65720,75200,74640,*,*,*,*,*,*,*,*
17-0000,WY,66640,66260,64430,59300,57870,53420,52060,49980,50090,48890,46140
17-2112,WY,92940,87090,68320,68750,65160,73350,71950,71470,67870,60870,61680
17-3026,WY,70050,*,*,*,*,*,*,*,*,*,*
19-0000,WY,50900,49350,48000,48820,45500,44100,45400,43860,43340,42340,39970
25-1021,WY,69990,62550,63300,60150,56860,61040,61170,56330,51090,54400,*
27-0000,WY,36080,33780,32100,30910,30450,29320,28740,27400,27660,26820,25920
27-1024,WY,35770,34550,33400,30380,28470,26280,27020,28070,29730,29150,22160
29-2071,WY,34450,33440,31990,29920,28670,27200,25650,24180,26770,22710,22050
41-4011,WY,98510,78960,66350,64250,64430,60360,57730,60030,60780,62130,66840
43-9011,WY,34580,33560,33150,26800,26170,24990,24930,24160,26290,25290,24800
43-9021,WY,-1,23520,24340,21230,22240,21940,21880,19210,18500,17930,17890
43-9031,WY,*,*,*,*,29080,28440,24120,*,*,*,*
45-0000,WY,28480,31730,32130,30030,27800,26640,26640,29300,24870,24440,22240
49-2011,WY,34040,33030,31630,28720,27100,28270,28290,32400,30380,29850,29310
51-4011,WY,*,33980,31780,31040,*,*,*,*,*,*,*
11-3021,GU,50270,53410,56370,54130,55000,54200,59000,62580,63440,63140,65370
13-0000,GU,47650,44980,43710,41340,41160,39860,39110,38840,39230,36720,38110
13-1081,GU,*,*,*,*,47420,*,*,*,*,*,*
13-1111,GU,52460,52670,48020,47710,44270,*,43690,41850,51250,49990,50220
15-0000,GU,43030,43040,43980,44280,45540,40970,40270,41660,40580,38640,38710
15-1021,GU,*,*,*,*,*,40050,39760,40380,*,41200,39540
15-1041,GU,*,35560,38590,33890,36950,33560,33330,36140,33740,31740,29790
15-1051,GU,*,45120,46010,44530,43530,59080,53920,55470,53590,47820,45520
15-1071,GU,*,40790,44230,41990,*,47520,*,*,32020,*,40090
15-1081,GU,*,*,*,50430,52060,*,*,*,*,*,*
15-1099,GU,*,*,77480,75970,69680,*,*,*,*,*,*
15-1121,GU,43420,*,*,*,*,*,*,*,*,*,*
15-1142,GU,48800,*,*,*,*,*,*,*,*,*,*
15-1150,GU,34550,*,*,*,*,26750,27810,*,*,*,*
17-0000,GU,53550,50440,47340,46290,47000,44580,44030,47220,50020,42110,41420
19-0000,GU,43100,46440,44230,41260,44960,43310,43640,42750,39770,45980,42110
27-0000,GU,27970,29020,27650,26750,27020,26900,26500,28330,28370,24860,23600
27-1024,GU,25690,25150,25090,25370,27940,27910,28410,27900,26190,27480,29020
29-2071,GU,25020,25440,25380,25820,22780,21240,23040,22390,24940,25510,24610
41-4011,GU,*,32420,35040,29800,27630,27720,28840,48800,52630,42280,53790
43-9011,GU,29490,27560,26990,27390,28380,26750,25760,26340,23210,26830,27270
43-9021,GU,20060,20200,20400,19940,21790,20810,20910,19920,19370,18070,18770
45-0000,GU,*,*,*,27360,*,*,*,*,*,*,*
49-2011,GU,*,*,*,15860,*,25880,26610,25140,23600,24120,25750
11-3021,PR,76480,74480,78360,79230,77100,71280,68040,66860,63060,59410,57810
13-0000,PR,36430,35090,34440,34800,34590,33120,32780,32600,32290,30590,29260
13-1081,PR,49900,49890,57510,56810,54190,38990,41610,*,*,*,*
13-1111,PR,58300,58460,55010,58720,57140,61450,59780,47290,48780,44880,46180
15-0000,PR,41350,42410,41830,42520,41320,39590,38440,38800,38060,35330,34140
15-1021,PR,*,41100,38810,38790,37080,37880,35640,35000,33870,32270,31860
15-1031,PR,*,66780,62550,65020,53910,53020,56170,59790,63590,60200,52070
15-1032,PR,*,56980,53260,54760,54630,55360,56510,59480,57250,59400,59320
15-1041,PR,*,31370,30230,29070,28830,27480,26370,26580,26910,25500,24940
15-1051,PR,*,47830,49110,47660,48970,46020,47570,47960,47630,44070,41680
15-1061,PR,*,47100,51510,51150,49480,44490,42360,41750,41620,40160,39930
15-1071,PR,*,43510,43730,43750,42250,40890,40370,41670,41860,40070,40350
15-1081,PR,*,39900,41110,37780,39290,39560,37380,37090,36410,40090,41940
15-1099,PR,*,44770,45650,49720,49080,43760,38700,*,*,*,*
15-1121,PR,49370,*,*,*,*,*,*,*,*,*,*
15-1131,PR,42290,*,*,*,*,*,*,*,*,*,*
15-1132,PR,51310,*,*,*,*,*,*,*,*,*,*
15-1133,PR,61840,*,*,*,*,*,*,*,*,*,*
15-1141,PR,45550,*,*,*,*,*,*,*,*,*,*
15-1142,PR,44200,*,*,*,*,*,*,*,*,*,*
15-1150,PR,29550,*,*,*,*,*,*,*,*,*,*
15-1179,PR,41210,*,*,*,*,*,*,*,*,*,*
15-1799,PR,46190,*,*,*,*,*,*,*,*,*,*
15-2031,PR,55140,47880,*,*,*,*,58550,64060,*,*,*
17-0000,PR,50440,50030,50170,46930,46070,43440,43630,42710,39820,37170,34770
17-2061,PR,59870,61390,63090,64550,73680,64030,58400,56430,52920,43450,*
17-2112,PR,62340,62150,63000,61930,61390,59090,57960,56390,53530,52600,46480
17-3026,PR,46150,46960,46200,49000,45850,34000,33640,31670,29190,27750,25870
19-0000,PR,41800,42200,40510,40010,38140,36370,35160,32850,33320,31900,31890
25-1021,PR,56000,63600,63410,33550,38670,39350,39780,34370,*,31220,31910
27-0000,PR,29960,29860,29520,29490,28730,28110,26790,25880,26520,26130,26020
27-1014,PR,29060,33460,36200,*,*,-1,28730,31160,29660,31600,38920
27-1024,PR,26520,26160,24780,24580,25470,23900,24170,21840,22570,22090,20520
27-3042,PR,35820,40200,39570,42880,39890,41030,45690,38580,37280,35900,36190
29-2071,PR,22010,21080,20270,18880,17490,16980,17060,16170,16200,15610,15560
41-4011,PR,44530,43370,42390,43820,53150,48130,49880,46410,42220,39540,38650
43-9011,PR,22100,21730,20990,20670,20730,20050,19970,19430,20290,19650,19310
43-9021,PR,19400,18790,18110,18050,17540,16590,16400,16280,16420,16050,15470
43-9031,PR,*,32130,*,*,16540,15150,*,22310,21290,26020,26590
45-0000,PR,24930,22020,19390,18440,17380,15810,15950,14960,15980,16070,15600
49-2011,PR,25470,24520,23060,23800,22380,24350,23760,21650,22910,23010,22420
51-4011,PR,-1,24960,26680,22820,17680,16550,15820,14860,17120,16210,15430
11-3021,VI,76340,72990,*,*,*,68310,*,*,*,*,*
13-0000,VI,51250,48040,47330,44830,44590,42000,42120,39090,38350,36350,35560
13-1111,VI,63930,63460,66460,49660,50050,55370,57210,48060,47120,*,*
15-0000,VI,56330,54520,52420,48890,46590,42200,40620,40300,41400,41750,40780
15-1021,VI,*,*,44240,42850,38110,34860,34470,*,40600,40790,42370
15-1041,VI,*,41050,36640,35140,31660,30820,30340,32140,*,*,*
15-1051,VI,*,66210,*,45100,47690,50720,46580,46250,46550,45150,41890
15-1061,VI,*,*,*,46350,43990,39400,39400,39270,37940,*,*
15-1071,VI,*,58550,66660,66340,60010,52270,51170,48360,49130,49370,46000
15-1121,VI,66040,*,*,*,*,*,*,*,*,*,*
15-1132,VI,86590,*,*,*,*,*,*,*,*,*,*
15-1142,VI,57310,*,*,*,*,*,*,*,*,*,*
15-1150,VI,41030,*,*,*,*,*,*,*,*,*,*
17-0000,VI,66220,66100,60880,55520,*,45140,46070,43610,41740,42790,40390
17-2112,VI,*,*,*,*,67970,64610,*,*,*,*,*
19-0000,VI,48670,46610,46210,48810,45600,41720,40490,38180,37510,38180,37730
27-0000,VI,40080,37580,38160,38370,32400,30180,29790,28750,29490,29230,29560
27-1024,VI,39640,34300,*,*,*,*,*,*,*,*,25290
41-4011,VI,*,*,*,38810,*,36680,33360,31950,34530,32670,30450
43-9011,VI,*,22330,25990,25500,27550,24840,24120,24440,24530,24310,25070
43-9021,VI,25380,25230,22250,22570,21410,19390,19040,*,19460,19640,18220
