OCC;STATE;METROS;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
27-0000;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;30850;32940;31330;31070;27470
27-1014;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;*;35790;34650;*;*
27-1024;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;33380;28460;30660;23890;17970
27-3042;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;48730;38780;36050;35670;*
29-2071;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;26460;22220;19960;20110;18540
41-4011;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;50130;45710;46020;38810;40920
43-9011;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;28030;28480;27800;27880;27340
43-9021;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;24680;20470;20620;17940;17290
45-0000;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;21270;*;23830;21060;20580
49-2011;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;28980;29430;28660;25530;29920
51-4011;FL;Fort Walton Beach, FL MSA;*;*;*;*;*;*;27250;*;*;*;*
00-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;36730;30960;34960;33550;*
11-3021;FL;Gainesville, FL MSA;*;*;*;*;*;*;92070;91860;77910;74790;67910
13-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;50510;50630;46630;43280;39720
13-1111;FL;Gainesville, FL MSA;*;*;*;*;*;*;63490;76510;75690;50300;42010
15-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;49100;47720;44480;44420;43260
15-1021;FL;Gainesville, FL MSA;*;*;*;*;*;*;49070;46160;45380;47670;47830
15-1031;FL;Gainesville, FL MSA;*;*;*;*;*;*;59680;61040;56380;61210;51560
15-1032;FL;Gainesville, FL MSA;*;*;*;*;*;*;63270;49530;*;71970;71530
15-1041;FL;Gainesville, FL MSA;*;*;*;*;*;*;33080;32270;31080;29860;30250
15-1051;FL;Gainesville, FL MSA;*;*;*;*;*;*;59130;54070;46350;46690;42840
15-1061;FL;Gainesville, FL MSA;*;*;*;*;*;*;57340;47670;46930;46040;44200
15-1071;FL;Gainesville, FL MSA;*;*;*;*;*;*;56740;44670;46810;47440;45040
15-1081;FL;Gainesville, FL MSA;*;*;*;*;*;*;54630;42290;43380;43500;41510
15-2031;FL;Gainesville, FL MSA;*;*;*;*;*;*;49750;50950;51380;51540;51790
17-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;47550;46580;44710;42130;41310
19-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;43210;45630;39290;38430;36970
25-1021;FL;Gainesville, FL MSA;*;*;*;*;*;*;78150;*;*;77070;*
27-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;33060;30310;30350;31010;31050
27-1024;FL;Gainesville, FL MSA;*;*;*;*;*;*;30790;30830;30810;27690;26350
27-3042;FL;Gainesville, FL MSA;*;*;*;*;*;*;44160;36410;35380;38580;34690
29-2071;FL;Gainesville, FL MSA;*;*;*;*;*;*;31480;25610;24490;23780;22510
41-4011;FL;Gainesville, FL MSA;*;*;*;*;*;*;65550;44950;46990;39330;37890
43-9011;FL;Gainesville, FL MSA;*;*;*;*;*;*;30580;27850;27560;26180;23630
43-9021;FL;Gainesville, FL MSA;*;*;*;*;*;*;23520;22020;20880;19450;19460
43-9031;FL;Gainesville, FL MSA;*;*;*;*;*;*;25890;*;29970;30490;30200
45-0000;FL;Gainesville, FL MSA;*;*;*;*;*;*;22470;20770;22630;22410;21650
49-2011;FL;Gainesville, FL MSA;*;*;*;*;*;*;37770;33790;31200;30580;28160
51-4011;FL;Gainesville, FL MSA;*;*;*;*;*;*;*;*;*;30500;25940
00-0000;FL;Lakeland-Winter Haven, FL;36400;37010;36610;35560;33660;31850;*;*;*;*;*
11-3021;FL;Lakeland-Winter Haven, FL;113660;117890;113930;107720;98480;92850;*;*;*;*;*
13-0000;FL;Lakeland-Winter Haven, FL;56310;54770;54470;53510;51240;48320;*;*;*;*;*
13-1081;FL;Lakeland-Winter Haven, FL;60370;53300;53210;*;*;*;*;*;*;*;*
13-1111;FL;Lakeland-Winter Haven, FL;70140;56080;62000;60480;65610;53440;*;*;*;*;*
15-0000;FL;Lakeland-Winter Haven, FL;58510;59370;59440;57250;54510;53870;*;*;*;*;*
15-1021;FL;Lakeland-Winter Haven, FL;*;68830;67230;63110;57000;57960;*;*;*;*;*
15-1031;FL;Lakeland-Winter Haven, FL;*;76780;71490;62100;65380;67430;*;*;*;*;*
15-1032;FL;Lakeland-Winter Haven, FL;*;80940;75570;63040;59270;60180;*;*;*;*;*
15-1041;FL;Lakeland-Winter Haven, FL;*;39990;39120;37380;34140;31840;*;*;*;*;*
15-1051;FL;Lakeland-Winter Haven, FL;*;64600;63380;61430;61490;59270;*;*;*;*;*
15-1061;FL;Lakeland-Winter Haven, FL;*;63590;61960;58780;51750;48270;*;*;*;*;*
15-1071;FL;Lakeland-Winter Haven, FL;*;64370;61950;61080;53250;57520;*;*;*;*;*
15-1081;FL;Lakeland-Winter Haven, FL;*;62170;66590;64440;*;52020;*;*;*;*;*
15-1099;FL;Lakeland-Winter Haven, FL;*;*;31930;30920;*;*;*;*;*;*;*
15-1121;FL;Lakeland-Winter Haven, FL;65650;*;*;*;*;*;*;*;*;*;*
15-1131;FL;Lakeland-Winter Haven, FL;66800;*;*;*;*;*;*;*;*;*;*
15-1132;FL;Lakeland-Winter Haven, FL;75380;*;*;*;*;*;*;*;*;*;*
15-1133;FL;Lakeland-Winter Haven, FL;75480;*;*;*;*;*;*;*;*;*;*
15-1141;FL;Lakeland-Winter Haven, FL;63540;*;*;*;*;*;*;*;*;*;*
15-1142;FL;Lakeland-Winter Haven, FL;60870;*;*;*;*;*;*;*;*;*;*
15-1150;FL;Lakeland-Winter Haven, FL;41880;*;*;*;*;*;*;*;*;*;*
15-1179;FL;Lakeland-Winter Haven, FL;63680;*;*;*;*;*;*;*;*;*;*
15-2031;FL;Lakeland-Winter Haven, FL;49630;49080;47980;50540;50570;49870;*;*;*;*;*
17-0000;FL;Lakeland-Winter Haven, FL;55350;58810;59840;58560;55730;54850;*;*;*;*;*
17-2061;FL;Lakeland-Winter Haven, FL;*;*;*;*;*;67560;*;*;*;*;*
17-2112;FL;Lakeland-Winter Haven, FL;59680;60800;62260;63160;68950;64560;*;*;*;*;*
17-3026;FL;Lakeland-Winter Haven, FL;45310;45730;41790;42980;*;38810;*;*;*;*;*
19-0000;FL;Lakeland-Winter Haven, FL;49050;51240;-1;49950;49040;47140;*;*;*;*;*
25-1021;FL;Lakeland-Winter Haven, FL;*;*;*;*;57030;51000;*;*;*;*;*
27-0000;FL;Lakeland-Winter Haven, FL;40410;39690;37530;34880;31490;31600;*;*;*;*;*
27-1024;FL;Lakeland-Winter Haven, FL;39510;38180;36900;36580;35950;32190;*;*;*;*;*
29-2071;FL;Lakeland-Winter Haven, FL;39130;39880;29800;27350;25990;25010;*;*;*;*;*
41-4011;FL;Lakeland-Winter Haven, FL;84930;75700;70650;71830;66010;66980;*;*;*;*;*
43-9011;FL;Lakeland-Winter Haven, FL;34570;36950;36650;33810;30670;30760;*;*;*;*;*
43-9021;FL;Lakeland-Winter Haven, FL;25560;24590;23750;22900;23920;22730;*;*;*;*;*
45-0000;FL;Lakeland-Winter Haven, FL;20330;20690;21190;20700;20280;18640;*;*;*;*;*
49-2011;FL;Lakeland-Winter Haven, FL;37340;37100;42060;38590;37300;35020;*;*;*;*;*
51-4011;FL;Lakeland-Winter Haven, FL;*;*;*;30280;29090;29120;*;*;*;*;*
51-4012;FL;Lakeland-Winter Haven, FL;*;*;*;34060;*;*;*;*;*;*;*
00-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;42230;41280;40400;39350;38040;36470;*;*;*;*;*
11-3021;FL;Miami-Fort Lauderdale-Pompano Beach, FL;126810;123910;123320;114240;102070;99680;*;*;*;*;*
13-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;63990;63450;62620;61430;59100;57870;*;*;*;*;*
13-1081;FL;Miami-Fort Lauderdale-Pompano Beach, FL;66830;67390;61340;59490;54470;59350;*;*;*;*;*
13-1111;FL;Miami-Fort Lauderdale-Pompano Beach, FL;79590;85300;87420;87560;78060;81200;*;*;*;*;*
15-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;68240;64100;64400;61130;59480;56790;*;*;*;*;*
15-1011;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;86810;89880;107500;96020;91640;*;*;*;*;*
15-1021;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;66740;68690;70920;66110;63810;*;*;*;*;*
15-1031;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;76500;76560;70510;67820;68150;*;*;*;*;*
15-1032;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;85040;87150;82140;80110;73880;*;*;*;*;*
15-1041;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;39250;39880;37560;39300;38280;*;*;*;*;*
15-1051;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;70990;68390;63590;62050;61810;*;*;*;*;*
15-1061;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;70910;68780;65390;62340;54090;*;*;*;*;*
15-1071;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;73770;73750;70710;65310;62180;*;*;*;*;*
15-1081;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;75070;71260;62810;59420;56430;*;*;*;*;*
15-1099;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;63580;62290;60840;64410;57470;*;*;*;*;*
15-1111;FL;Miami-Fort Lauderdale-Pompano Beach, FL;82060;*;*;*;*;*;*;*;*;*;*
15-1121;FL;Miami-Fort Lauderdale-Pompano Beach, FL;77560;*;*;*;*;*;*;*;*;*;*
15-1131;FL;Miami-Fort Lauderdale-Pompano Beach, FL;65460;*;*;*;*;*;*;*;*;*;*
15-1132;FL;Miami-Fort Lauderdale-Pompano Beach, FL;74880;*;*;*;*;*;*;*;*;*;*
15-1133;FL;Miami-Fort Lauderdale-Pompano Beach, FL;86520;*;*;*;*;*;*;*;*;*;*
15-1141;FL;Miami-Fort Lauderdale-Pompano Beach, FL;72110;*;*;*;*;*;*;*;*;*;*
15-1142;FL;Miami-Fort Lauderdale-Pompano Beach, FL;75670;*;*;*;*;*;*;*;*;*;*
15-1150;FL;Miami-Fort Lauderdale-Pompano Beach, FL;45950;*;*;*;*;*;*;*;*;*;*
15-1179;FL;Miami-Fort Lauderdale-Pompano Beach, FL;74380;*;*;*;*;*;*;*;*;*;*
15-1799;FL;Miami-Fort Lauderdale-Pompano Beach, FL;61340;*;*;*;*;*;*;*;*;*;*
15-2031;FL;Miami-Fort Lauderdale-Pompano Beach, FL;59530;59140;58980;58080;55390;55930;*;*;*;*;*
17-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;67960;65110;63190;61480;60120;57660;*;*;*;*;*
17-2061;FL;Miami-Fort Lauderdale-Pompano Beach, FL;88460;71770;71010;70210;87120;79040;*;*;*;*;*
17-2112;FL;Miami-Fort Lauderdale-Pompano Beach, FL;69240;67580;64330;63850;60700;60950;*;*;*;*;*
17-3026;FL;Miami-Fort Lauderdale-Pompano Beach, FL;48820;45960;45670;45590;48490;45570;*;*;*;*;*
19-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;63300;62920;61610;57770;56550;53730;*;*;*;*;*
25-1021;FL;Miami-Fort Lauderdale-Pompano Beach, FL;74730;-1;64270;72530;71550;61400;*;*;*;*;*
27-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;49840;50340;48950;46160;44750;44070;*;*;*;*;*
27-1014;FL;Miami-Fort Lauderdale-Pompano Beach, FL;58780;61630;53200;48770;51280;*;*;*;*;*;*
27-1024;FL;Miami-Fort Lauderdale-Pompano Beach, FL;45050;43510;43300;40880;39800;39260;*;*;*;*;*
27-3042;FL;Miami-Fort Lauderdale-Pompano Beach, FL;58010;55800;56410;58650;53800;52570;*;*;*;*;*
29-2071;FL;Miami-Fort Lauderdale-Pompano Beach, FL;34860;32930;33600;31720;30920;29000;*;*;*;*;*
41-4011;FL;Miami-Fort Lauderdale-Pompano Beach, FL;83070;71370;65460;65520;68710;69100;*;*;*;*;*
43-9011;FL;Miami-Fort Lauderdale-Pompano Beach, FL;37310;37000;36400;36910;34390;33670;*;*;*;*;*
43-9021;FL;Miami-Fort Lauderdale-Pompano Beach, FL;27310;26930;26320;25620;24710;24160;*;*;*;*;*
43-9031;FL;Miami-Fort Lauderdale-Pompano Beach, FL;35980;35250;-1;35770;35240;*;*;*;*;*;*
45-0000;FL;Miami-Fort Lauderdale-Pompano Beach, FL;20590;21340;-1;20870;*;*;*;*;*;*;*
49-2011;FL;Miami-Fort Lauderdale-Pompano Beach, FL;34930;34700;37140;37350;38430;36490;*;*;*;*;*
51-4011;FL;Miami-Fort Lauderdale-Pompano Beach, FL;32660;30670;28400;27950;27640;31680;*;*;*;*;*
51-4012;FL;Miami-Fort Lauderdale-Pompano Beach, FL;*;*;37160;38040;37720;40980;*;*;*;*;*
00-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;42040;41070;40200;39270;37960;36140;*;*;*;*;*
11-3021;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;129160;123830;122080;110700;97460;94410;*;*;*;*;*
13-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;65350;62740;60910;58880;57150;57670;*;*;*;*;*
13-1081;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;68990;68240;58910;55630;52720;61650;*;*;*;*;*
13-1111;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;88070;78590;82920;73040;71070;74830;*;*;*;*;*
15-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;69200;66130;65290;62190;59290;56270;*;*;*;*;*
15-1011;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;83020;81180;*;96210;78230;*;*;*;*;*
15-1021;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;70910;69870;69700;64820;61140;*;*;*;*;*
15-1031;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;70910;68750;61400;61860;67580;*;*;*;*;*
15-1032;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;90800;86450;85350;83800;66190;*;*;*;*;*
15-1041;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;41900;42190;40590;39040;39000;*;*;*;*;*
15-1051;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;70160;68390;66550;64170;61150;*;*;*;*;*
15-1061;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;69460;67940;66620;62900;59180;*;*;*;*;*
15-1071;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;75950;77080;72740;66250;60980;*;*;*;*;*
15-1081;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;75070;73380;64380;61670;57280;*;*;*;*;*
15-1099;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;*;66810;62050;61950;69190;58150;*;*;*;*;*
15-1111;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;82630;*;*;*;*;*;*;*;*;*;*
15-1121;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;79420;*;*;*;*;*;*;*;*;*;*
15-1131;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;72010;*;*;*;*;*;*;*;*;*;*
15-1132;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;71290;*;*;*;*;*;*;*;*;*;*
15-1133;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;93190;*;*;*;*;*;*;*;*;*;*
15-1141;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;74320;*;*;*;*;*;*;*;*;*;*
15-1142;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;77050;*;*;*;*;*;*;*;*;*;*
15-1150;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;44210;*;*;*;*;*;*;*;*;*;*
15-1179;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;73530;*;*;*;*;*;*;*;*;*;*
15-1799;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;78180;*;*;*;*;*;*;*;*;*;*
15-2031;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;59030;57700;57540;56920;55430;53850;*;*;*;*;*
17-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;67760;65310;62570;59590;57880;56500;*;*;*;*;*
17-2061;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;69330;60190;63330;62560;88230;73140;*;*;*;*;*
17-2112;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;63070;61890;56740;54380;55850;59670;*;*;*;*;*
17-3026;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;46730;45940;45960;47060;47730;48390;*;*;*;*;*
19-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;69580;69510;65990;60510;58690;56070;*;*;*;*;*
25-1021;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;102590;94620;*;*;*;56510;*;*;*;*;*
27-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;49190;49760;49880;47830;46180;45340;*;*;*;*;*
27-1014;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;60620;63730;58340;55910;66790;*;*;*;*;*;*
27-1024;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;42350;39620;39900;39910;40070;39740;*;*;*;*;*
27-3042;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;53510;50220;47710;53810;52640;50850;*;*;*;*;*
29-2071;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;29020;28850;33280;30400;29310;27140;*;*;*;*;*
41-4011;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;79350;64980;59710;61740;68110;67080;*;*;*;*;*
43-9011;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;36220;35130;35790;36110;31870;31300;*;*;*;*;*
43-9021;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;27300;26720;25610;24970;23720;24290;*;*;*;*;*
43-9031;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;33960;32680;31640;38620;40630;*;*;*;*;*;*
45-0000;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;21060;20950;20840;19430;18840;17090;*;*;*;*;*
49-2011;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;36010;32090;33670;35050;36960;36340;*;*;*;*;*
51-4011;FL;Miami-Miami Beach-Kendall, FL Metropolitan Division;30070;28970;23130;24050;22450;27570;*;*;*;*;*
00-0000;FL;Naples-Marco Island, FL;39830;39520;38910;37610;36400;34800;*;*;*;*;*
11-3021;FL;Naples-Marco Island, FL;123650;124810;120760;105850;109530;106150;*;*;*;*;*
13-0000;FL;Naples-Marco Island, FL;70050;69280;71470;69960;66340;59390;*;*;*;*;*
13-1081;FL;Naples-Marco Island, FL;*;*;*;*;*;42490;*;*;*;*;*
13-1111;FL;Naples-Marco Island, FL;-1;-1;137090;134530;94000;90060;*;*;*;*;*
15-0000;FL;Naples-Marco Island, FL;60040;61750;59660;53560;56150;54270;*;*;*;*;*
15-1021;FL;Naples-Marco Island, FL;*;51660;48890;55830;61250;67470;*;*;*;*;*
15-1031;FL;Naples-Marco Island, FL;*;81050;82970;67170;78760;76270;*;*;*;*;*
15-1032;FL;Naples-Marco Island, FL;*;89740;*;59150;68000;76050;*;*;*;*;*
15-1041;FL;Naples-Marco Island, FL;*;43950;44790;41310;38420;34550;*;*;*;*;*
15-1051;FL;Naples-Marco Island, FL;*;74460;67930;59600;47280;47600;*;*;*;*;*
15-1061;FL;Naples-Marco Island, FL;*;75830;68510;*;71710;61990;*;*;*;*;*
15-1071;FL;Naples-Marco Island, FL;*;72030;74640;71950;70520;64730;*;*;*;*;*
15-1081;FL;Naples-Marco Island, FL;*;68030;67760;56980;57010;48940;*;*;*;*;*
15-1121;FL;Naples-Marco Island, FL;72030;*;*;*;*;*;*;*;*;*;*
15-1131;FL;Naples-Marco Island, FL;48140;*;*;*;*;*;*;*;*;*;*
15-1132;FL;Naples-Marco Island, FL;70150;*;*;*;*;*;*;*;*;*;*
15-1133;FL;Naples-Marco Island, FL;84090;*;*;*;*;*;*;*;*;*;*
15-1142;FL;Naples-Marco Island, FL;71380;*;*;*;*;*;*;*;*;*;*
15-1150;FL;Naples-Marco Island, FL;43450;*;*;*;*;*;*;*;*;*;*
15-1179;FL;Naples-Marco Island, FL;71100;54680;52020;50200;*;52920;*;*;*;*;*
17-0000;FL;Naples-Marco Island, FL;68490;68110;63950;59600;54870;50930;*;*;*;*;*
17-2112;FL;Naples-Marco Island, FL;62810;76350;*;*;*;*;*;*;*;*;*
19-0000;FL;Naples-Marco Island, FL;55410;55840;54460;52490;50940;52700;*;*;*;*;*
27-0000;FL;Naples-Marco Island, FL;46340;44620;44100;42710;43790;44210;*;*;*;*;*
27-1024;FL;Naples-Marco Island, FL;35720;39540;39750;41050;34110;33740;*;*;*;*;*
27-3042;FL;Naples-Marco Island, FL;*;*;61260;*;*;*;*;*;*;*;*
29-2071;FL;Naples-Marco Island, FL;35170;32950;31370;30350;28400;28300;*;*;*;*;*
41-4011;FL;Naples-Marco Island, FL;92810;122610;-1;77010;89060;80390;*;*;*;*;*
43-9011;FL;Naples-Marco Island, FL;*;*;*;35920;36130;*;*;*;*;*;*
43-9021;FL;Naples-Marco Island, FL;31980;28490;25380;23430;22090;22450;*;*;*;*;*
45-0000;FL;Naples-Marco Island, FL;19750;19080;19620;18560;18010;16430;*;*;*;*;*
49-2011;FL;Naples-Marco Island, FL;31090;36320;*;39800;*;33560;*;*;*;*;*
00-0000;FL;North Port-Bradenton-Sarasota, FL;38720;*;*;*;*;*;*;*;*;*;*
11-3021;FL;North Port-Bradenton-Sarasota, FL;117090;*;*;*;*;*;*;*;*;*;*
13-0000;FL;North Port-Bradenton-Sarasota, FL;61400;*;*;*;*;*;*;*;*;*;*
13-1081;FL;North Port-Bradenton-Sarasota, FL;69510;*;*;*;*;*;*;*;*;*;*
13-1111;FL;North Port-Bradenton-Sarasota, FL;84270;*;*;*;*;*;*;*;*;*;*
15-0000;FL;North Port-Bradenton-Sarasota, FL;65260;*;*;*;*;*;*;*;*;*;*
15-1121;FL;North Port-Bradenton-Sarasota, FL;87370;*;*;*;*;*;*;*;*;*;*
15-1131;FL;North Port-Bradenton-Sarasota, FL;66380;*;*;*;*;*;*;*;*;*;*
15-1132;FL;North Port-Bradenton-Sarasota, FL;83310;*;*;*;*;*;*;*;*;*;*
15-1133;FL;North Port-Bradenton-Sarasota, FL;83810;*;*;*;*;*;*;*;*;*;*
15-1141;FL;North Port-Bradenton-Sarasota, FL;71600;*;*;*;*;*;*;*;*;*;*
15-1142;FL;North Port-Bradenton-Sarasota, FL;69840;*;*;*;*;*;*;*;*;*;*
15-1150;FL;North Port-Bradenton-Sarasota, FL;40960;*;*;*;*;*;*;*;*;*;*
15-1179;FL;North Port-Bradenton-Sarasota, FL;64750;*;*;*;*;*;*;*;*;*;*
15-2031;FL;North Port-Bradenton-Sarasota, FL;56600;*;*;*;*;*;*;*;*;*;*
17-0000;FL;North Port-Bradenton-Sarasota, FL;66630;*;*;*;*;*;*;*;*;*;*
17-2112;FL;North Port-Bradenton-Sarasota, FL;64690;*;*;*;*;*;*;*;*;*;*
17-3026;FL;North Port-Bradenton-Sarasota, FL;44990;*;*;*;*;*;*;*;*;*;*
19-0000;FL;North Port-Bradenton-Sarasota, FL;52610;*;*;*;*;*;*;*;*;*;*
25-1021;FL;North Port-Bradenton-Sarasota, FL;63220;*;*;*;*;*;*;*;*;*;*
27-0000;FL;North Port-Bradenton-Sarasota, FL;37340;*;*;*;*;*;*;*;*;*;*
27-1024;FL;North Port-Bradenton-Sarasota, FL;43000;*;*;*;*;*;*;*;*;*;*
27-3042;FL;North Port-Bradenton-Sarasota, FL;63080;*;*;*;*;*;*;*;*;*;*
29-2071;FL;North Port-Bradenton-Sarasota, FL;32430;*;*;*;*;*;*;*;*;*;*
41-4011;FL;North Port-Bradenton-Sarasota, FL;108630;*;*;*;*;*;*;*;*;*;*
43-9011;FL;North Port-Bradenton-Sarasota, FL;44930;*;*;*;*;*;*;*;*;*;*
43-9021;FL;North Port-Bradenton-Sarasota, FL;28210;*;*;*;*;*;*;*;*;*;*
45-0000;FL;North Port-Bradenton-Sarasota, FL;18900;*;*;*;*;*;*;*;*;*;*
49-2011;FL;North Port-Bradenton-Sarasota, FL;33580;*;*;*;*;*;*;*;*;*;*
51-4011;FL;North Port-Bradenton-Sarasota, FL;31770;*;*;*;*;*;34640;33820;33500;31960;*
11-3021;FL;Jacksonville, FL MSA;*;*;*;*;*;*;106300;88130;86050;84310;81070
13-0000;FL;Jacksonville, FL MSA;*;*;*;*;*;*;52590;53690;50660;47290;43170
13-1081;FL;Jacksonville, FL MSA;*;*;*;*;*;*;55520;*;*;*;*
13-1111;FL;Jacksonville, FL MSA;*;*;*;*;*;*;70910;77850;77410;66490;49020
15-0000;FL;Jacksonville, FL MSA;*;*;*;*;*;*;63850;66690;66000;60280;57280
15-1011;FL;Jacksonville, FL MSA;*;*;*;*;*;*;*;84370;*;71640;68240
15-1021;FL;Jacksonville, FL MSA;*;*;*;*;*;*;72040;84550;87530;60680;57820
15-1031;FL;Jacksonville, FL MSA;*;*;*;*;*;*;81600;89270;85550;78450;64600
15-1032;FL;Jacksonville, FL MSA;*;*;*;*;*;*;78650;78350;71750;71130;70870
15-1041;FL;Jacksonville, FL MSA;*;*;*;*;*;*;38280;40550;39720;42150;40370
15-1051;FL;Jacksonville, FL MSA;*;*;*;*;*;*;65550;64480;63810;59890;55820
15-1061;FL;Jacksonville, FL MSA;*;*;*;*;*;*;62090;56010;54470;67190;68760
15-1071;FL;Jacksonville, FL MSA;*;*;*;*;*;*;60760;53960;53880;54460;52130
15-1081;FL;Jacksonville, FL MSA;*;*;*;*;*;*;57980;67280;67070;68480;73070
15-1099;FL;Jacksonville, FL MSA;*;*;*;*;*;*;60570;*;*;*;*
15-2031;FL;Jacksonville, FL MSA;*;*;*;*;*;*;46740;46710;46380;42850;45720
17-0000;FL;Jacksonville, FL MSA;*;*;*;*;*;*;53630;50730;49840;47150;45160
17-2061;FL;Jacksonville, FL MSA;*;*;*;*;*;*;69990;67580;58580;73660;71940
17-2112;FL;Jacksonville, FL MSA;*;*;*;*;*;*;60290;62230;63600;60090;60140
17-3026;FL;Jacksonville, FL MSA;*;*;*;*;*;*;51170;42390;42190;41150;39180
19-0000;FL;Jacksonville, FL MSA;*;*;*;*;*;*;49820;47480;47070;46680;41410
25-1021;FL;Jacksonville, FL MSA;*;*;*;*;*;*;*;56390;64730;62460;58700
27-0000;FL;Jacksonville, FL MSA;*;*;*;*;*;*;39400;38170;35670;34080;31070
27-1014;FL;Jacksonville, FL MSA;*;*;*;*;*;*;48540;38920;37060;35050;32470
27-1024;FL;Jacksonville, FL MSA;*;*;*;*;*;*;36860;40510;39340;40550;35570
27-3042;FL;Jacksonville, FL MSA;*;*;*;*;*;*;43640;39280;38350;38210;38620
29-2071;FL;Jacksonville, FL MSA;*;*;*;*;*;*;26940;22450;22190;22100;21560
41-4011;FL;Jacksonville, FL MSA;*;*;*;*;*;*;54150;45280;44550;48410;47320
43-9011;FL;Jacksonville, FL MSA;*;*;*;*;*;*;31630;31510;31270;30060;28980
43-9021;FL;Jacksonville, FL MSA;*;*;*;*;*;*;23220;22840;22320;21190;20930
43-9031;FL;Jacksonville, FL MSA;*;*;*;*;*;*;*;28870;29830;28340;25740
